scriptSerial,title,TitleJP-CN,tragedySet,creator,box,setNumber,boxAlt,setNumberAlt,loopsHard,loopsEasy,loopsRange,daysPerLoop,specialRules,notes,mainPlot,SubPlot 1,SubPlot 2,Cast 1 ID,Cast 1 Role,Cast 2 ID,Cast 2 Role,Cast 3 ID,Cast 3 Role,Cast 4 ID,Cast 4 Role,Cast 5 ID,Cast 5 Role,Cast 6 ID,Cast 6 Role,Cast 7 ID,Cast 7 Role,Cast 8 ID,Cast 8 Role,Cast 9 ID,Cast 9 Role,Cast 10 ID,Cast 10 Role,Cast 11 ID,Cast 11 Role,Cast 12 ID,Cast 12 Role,Day 1,Incident 1,Culprit 1 ID,Culprit 1 Role,Day 2,Incident 2,Culprit 2 ID,Culprit 2 Role,Day 3,Incident 3,Culprit 3 ID,Culprit 3 Role,Day 4,Incident 4,Culprit 4 ID,Culprit 4 Role,Day 5,Incident 5,Culprit 5 ID,Culprit 5 Role,Day 6,Incident 6,Culprit 6 ID,Culprit 6 Role,Day 7,Incident 7,Culprit 7 ID,Culprit 7 Role,Day 8,Incident 8,Culprit 8 ID,Culprit 8 Role,Day 9,Incident 9,Culprit 9 ID,Culprit 9 Role,Day 10,Incident 10,Culprit 10 ID,Culprit 10 Role
HSA-F-007,A Salaryman is Stuck at School!!,サラリーマン学校に立つ!! ,Prime Evil,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-008,World Line Divergence Rate 0.523307% ,世界線変動率 0.523307% ,Prime Evil,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-009,The Girl Group’s Secret,걸그룹的秘密 ,Prime Evil,新手之二,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-010,Walpurgis Night ,瓦尔普吉斯之夜 ,Prime Evil,α聆弦,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-011,Give a hammer to the philanderer,给花心者铁锤 ,Prime Evil,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-012,After All Is Said and Done,全てが終わったその後に ,Prime Evil,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-013,The Imaginary Lover,不存在的恋人 ,Prime Evil,minimipool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-014,Love Story,恋物语 ,Prime Evil,minimipool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-015,The Story You Write,由你撰写的故事 ,Prime Evil,Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-016,The Crouching Dragon Descends the Mountain,卧龙出山 ,Prime Evil,清尘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-017,Dark Salvation,黑暗救援 ,Prime Evil,Zillash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-018,Stacy’s Art,ステーシーの美術 ,Prime Evil,弾濫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-019,Tragical Garnet ,,Prime Evil,弾濫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-020,The Identity of the Monster…,怪物の正体は… ,Prime Evil,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-021,The Werewolf's Family,人狼の眷属 ,Prime Evil,ペンスキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA-F-022,Evil Primes,,Prime Evil,Augustin-Louis Cauchy,www.tragedylooperscripts.com (not reviewed),113,Fan,,3,4,3 – 4,6,,,The Cursed Land,Those with Habits,Witch’s Curse,Doctor,Show-Off,Patient,Serial Killer,Alien,Loved One,Shrine Maiden,Person,Godly Being (∞ 3),Ghost,Pop Idol,Person,Police Officer,Witch,Journalist,Person,Informer,Person,Rich Man’s Daughter,Person,Henchman,Conspiracy Theorist,,,1,Sacrilegious Murder,Journalist,,2,Increasing Unease,Pop Idol,,3,Dark Rumor,Henchman,,4,Awakened Curse,Hospital,,5,Missing Person,Alien,,6,Night of Madness,School,,,,,,,,,,,,,,,,,
HSA+-F-001,A Monster Holding Onto Hope,希望を持った怪物 ,Prime Evil,ぶー太郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSA+-F-002,Draw a Circle in the Dirt and Declare it a Prison,画地为牢 ,Prime Evil,α聆弦,,,,,,,,,,This is an obscure reference to classic Chinese history. https://www.sohu.com/a/338326247_291543 Seems to be a common expression about corrupt officials.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-001,Pervasive Secrets,その秘密はどこにでも ,Last Liar,M·Hydromel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-002,Inbred Clan ,,Last Liar,明田川探偵事務所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-003,Urban Legends in Modern Society and How They Spread,現代社会における都市伝説とその拡散 ,Last Liar,淵帝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-004,Re;versi ,,Last Liar,零の最果て,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-005,Epilogue,跋文 ,Last Liar,BakaFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-001,Insincere Betrayal,言不由衷的背叛 ,Last Liar,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-002,"Enemies, Allies, and Game Pieces",敵と味方と駒 ,Last Liar,ほたる@lhz0528,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-003,Don't Interrupt the Detective Show!!,推理ショーの邪魔をするな!!,Last Liar,ペンスキー ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-004,The Giant Tree of Tragedy,惨劇の巨木 ,Last Liar,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-005,RE0 - Restarting Life from Zero - The Traitor's Game,RE 0 从零开始的背叛者游戏 ,Last Liar,清尘,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-006,Endless Assassination Plots,无休止的暗杀计划 ,Last Liar,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-007,Bewitching Fact,妖艶ファクト ,Last Liar,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-008,Netherworld Handcuffs,黄泉の手錠 ,Last Liar,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-009,The Contract That was Delivered,手渡された契告書 ,Last Liar,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL-F-010,Lost Illusions,ロスト・イリュージョン ,Last Liar,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-001,Obsession Detection,妄執ディテクション ,Mystery Circle,BakaFire,Midnight Circle,8,,,,4,4,5,,,The Black School,Tricky Twins,Dance of Fools,Boy Student,Brain,Rich Man’s Daughter,Fool,Shrine Maiden,Person,Alien,Twin,Police Officer,Paranoiac,Office Worker,Person,Journalist,Person,Patient,Friend,,,,,,,,,1,Portent,Rich Man’s Daughter,,2,The Silver Bullet,Police Officer,,4,Hospital Incident,Shrine Maiden,,5,Serial Murder,Alien,,,,,,,,,,,,,,,,,,,,,,,,,
MC-002,The Temple of Poisoned Loneliness,蠱毒の宮、また孤独 ,Mystery Circle,GEnd,Midnight Circle,9,,,3,4,3 – 4,5,,,A Quilt of Incidents,An Absolute Will,Tricky Twins,Boy Student,Paranoiac,Girl Student,Person,Rich Man’s Daughter,Person,Shrine Maiden,Twin,Office Worker,Person,Journalist,Conspiracy Theorist,Pop Idol,Person,Patient,Fool,Nurse,Obstinate,,,,,,,1,Increasing Unease,Nurse,,2,Serial Murder,Pop Idol,,3,Serial Murder,Shrine Maiden,,4,Serial Murder,Patient,,5,Serial Murder,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,
MC-003,Reenactment of The Closed-Room Poison Murder Mystery,絶対密室の猛毒、再演 ,Mystery Circle,BakaFire+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-004,The Immortal Armchair Detective,安楽椅子の不死身探偵 ,Mystery Circle,明田川偵探事務所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-005,Polnareff's Daily Life 2,ポルナレフの日常② ,Mystery Circle,東野 K,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-006,The Unknowns of the Tragedies in the Academic City,學園都市惨劇異聞 ,Mystery Circle,Izayoi,Midnight Circle,10,,,,4,4,7,,,A Drop of Strychnine,I am a Master Detective,The Hidden Freak,Girl Student,Friend,Rich Man’s Daughter,Private Investigator,Shrine Maiden,Poisoner,Alien,Key Person,Informer,Person,Pop Idol,Friend,Boss,Conspiracy Theorist (School),Doctor,Fool,Patient,Serial Killer,,,,,,,2,Faked Suicide,Shrine Maiden,,3,Suicide,Girl Student,,5,Bestial Murder,Boss,,6,Serial Murder,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,
MC-007,The Reaper is Resurrected,今甦る死神 ,Mystery Circle,東野 K,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-008,I’m the Strongest~!,わたくしったらさいきょーですわ！ ,Mystery Circle,km( かめ ),,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-009,Closed School,クローズドスクール ,Mystery Circle,黑井昭人,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-010,The Festival of Fools,愚か者達の宴,Mystery Circle,Satoshi Sawamura,Midnight Circle,11,,,,6,6,4,,,A Quilt of Incidents,Dance of Fools,Isolated Institution Psycho,Rich Man’s Daughter,Fool,Class Rep,Person,Shrine Maiden,Paranoiac,Police Officer,Therapist,Office Worker,Friend,Journalist,Person,Doctor,Person,Patient,Person,Henchman,Conspiracy Theorist,,,,,,,1,A Suspicious Letter,Class Rep,,2,Increasing Unease,Henchman,,3,Increasing Unease,Patient,,4,Portent,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,,,,,
MC-011,Complete Lockout Bullet Party,絶対閉鎖バレットParty ,Mystery Circle,ボドゲッタ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-012,Milestone,マイルストン ,Mystery Circle,AKITAGAWA Detective Bureau,Midnight Circle,12,,,4,5,4 – 5,7,,,Tightrope Plan,An Absolute Will,I am a Master Detective,Girl Student,Conspiracy Theorist,Rich Man’s Daughter,Killer,Mystery Boy,Poisoner,Alien,Obstinate,Police Officer,Private Investigator,Informer,Person,Pop Idol,Friend,Patient,Brain,Scientist,Person,Henchman,Person,,,,,1,Hospital Incident,Informer,,2,Terrorism,Alien,,4,Portent,Henchman,,5,Bestial Murder,Girl Student,,6,The Silver Bullet,Scientist,,7,Bestial Murder,Rich Man’s Daughter,,,,,,,,,,,,,,,,,
MC-013,3GK48 ,,Mystery Circle,k m,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-014,A Demonic Cat Brings Death,死を呼ぶ妖猫 ,Mystery Circle,k m,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-015,A World of Hope,望みある世界 ,Mystery Circle,げんさん,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-016,Full Disclosure,全容解明 ,Mystery Circle,げんさん,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-017,"System: Breakdown, Or, the Melancholy of a Great Detective.",System:BreakDown あるいは名探偵の憂鬱 ,Mystery Circle,日辻葵,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-018,Cat Killing Unit,猫殺部隊,Mystery Circle,unun( うぬん ),,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-019,Itchy Trigger Finger ,,Mystery Circle,Roberta Yang,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-020,In flagrante delicto,現行犯逮捕 ,Mystery Circle,あかしあ,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-021,Endless 8?,エンドレス8？ ,Mystery Circle,泽村聪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-001,Break through the blockade,突破封锁线 ,Mystery Circle,xinshouzhier,www.tragedylooperscripts.com (not reviewed),165,Fan,,,4,4,5,,,A Drop of Strychnine,Smell of Gunpowder,I am a Master Detective,Soldier,Person,Black Cat,Fool,Shrine Maiden,Person,A.I.,Poisoner,Boss,Private Investigator (School),Journalist,Key Person,Office Worker,Person,Young Girl,Serial Killer,Henchman,Conspiracy Theorist,Transfer Student (Day 2),Friend,,,,,1,Closed Circle,Young Girl,,2,Closed Circle,Henchman,,3,Closed Circle,Soldier,,4,Closed Circle,A.I.,,5,Closed Circle,Black Cat,,,,,,,,,,,,,,,,,,,,,
MC-F-002,Hayarigami,流行之神 ,Mystery Circle,新手之二,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-003,Shin Hayarigami,真·流行之神 ,Mystery Circle,新手之二,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-004,Self-Destruct Mode Initiated,自己破壊モードを開始しています ,Mystery Circle,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-005,The Genius Plan,天才的计划 ,Mystery Circle,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-006,The Ripple Effect of Rumors,流言的连锁效应 ,Mystery Circle,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-007,Danganronpa,弹丸论破 ,Mystery Circle,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-008,The Winning Blow,致胜一枪 ,Mystery Circle,SCP2950,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-009,The Unfriendly School Festival,不友好的学园祭 ,Mystery Circle,包教包不会,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-010,Evil Eats Away at Itself,悪は自らを蝕む ,Mystery Circle,ぶー太郎,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-011,You Are Now the Detective,名探偵は君だ ,Mystery Circle,Lapras-hst@パーソン,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-012,A Detective's Melancholy,刑事の憂鬱 ,Mystery Circle,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-013,The Gold Room,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-014,Nocturne Insane Potion,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-015,Insanity Defense,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-016,Super Paper Clipper,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-017,Detection Obsession,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-018,The Only Thing We Have to Fear,,Mystery Circle,Redless,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-019,Flight of the Prisoner,,Mystery Circle,Roberta Yang,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-020,Anyone Can Become Human,,Mystery Circle,,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-021,The Tree Possesses a Spirit,万木有灵 ,Mystery Circle,,八十万,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-022,The Killer in the Spotlight,聚光灯下的杀人者 ,Mystery Circle,,无名烈火,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-023,And Then There Were None?,そして誰もいなくなった？ ,Mystery Circle,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-024,The Mocking Poisoner,嘲る毒殺者 ,Mystery Circle,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-025,School-Live! ,学园孤岛 ,Mystery Circle,,Choconut,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-026,The Smell of Fresh Gunpowder,未曾嗅到的火药味 ,Mystery Circle,,SCP2950,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-027,It's Already Too Late,時すでに遅し ,Mystery Circle,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-028,Bonds Beyond Time,時を越えた絆 ,Mystery Circle,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-029,Serial Murders,连续不杀人事件 ,Mystery Circle,,清尘,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-030,Detective AI vs Criminal AI,侦探AI与犯人IA ,Mystery Circle,,无名烈火,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-031,The Ripple Effect of Rumors,流言的连锁效应(1) ,Mystery Circle,,Choconut,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-032,Silver Sparkle ,,Mystery Circle,,minimipool,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-033,Double Jump,二段跳 ,Mystery Circle,,minimipool,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-034,Two Deadly Choices,死亡二选一 ,Mystery Circle,,清尘,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-035,It’s Already Too Late,为时已晚 ,Mystery Circle,,Zillash,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-036,Beyond Fantasy,超越幻想（5） ,Mystery Circle,,Choconut,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-037,Unreliable Health Supplements,不靠谱的保健品 ,Mystery Circle,,牛角面包星星,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-038,Why Do Your Feet Stink So Much?!,你们的脚也太臭了吧！？ ,Mystery Circle,,DB,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-039,The Moonlight is Together with the Searchlight,サーチライトは月の光と共に ,Mystery Circle,弾濫,,,Fan,,,,,,,Kinniku Shōjo Tai reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-040,TWILIGHT!!! ,,Mystery Circle,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-041,Fake Silver Machine Gun,偽りの銀のマシンガン ,Mystery Circle,Lapras-hst@パーソン,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-042,Those Who Reject Peace,平穏を拒むもの ,Mystery Circle,白獅子のケイ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-F-043,Bag of Risks,,Mystery Circle,Mew2mi,,,Fan,,4,5,4 – 5,7,,,Tightrope Plan,The Hidden Freak,I am a Master Detective,Boss,Brain (School),Nurse,Killer,Journalist,Serial Killer,Boy Student,Friend,Alien,Friend,Informer,Conspiracy Theorist,Transfer Student (Day 5),Private Investigator,Godly Being (∞ 4),Person,Teacher,Person,Pop Idol,Person,Class Rep,Person,,,2,Terrorism,Teacher,,3,The Silver Bullet,Pop Idol,,4,Suicide,Alien,,6,Serial Murder,Class Rep,,7,Bestial Murder,Boss,,,,,,,,,,,,,,,,,,,,,
